id_encuesta,id_ticket,id_mesero,calificacion_servicio,comentario,sentimiento
30573,76644,28,3,Servicio regular,neutro
30574,76646,37,4,"Buen servicio, todo rico",positivo
30575,76650,25,5,"Excelente atención, volveré",positivo
30576,76655,40,4,"Buen servicio, todo rico",positivo
30577,76656,29,4,"Buen servicio, todo rico",positivo
30578,76657,28,3,Servicio regular,neutro
30579,76660,39,4,"Buen servicio, todo rico",positivo
30580,76661,28,3,Servicio regular,neutro
30581,76665,46,3,Servicio regular,neutro
30582,76667,48,3,Servicio regular,neutro
30583,76670,47,4,"Buen servicio, todo rico",positivo
30584,76677,43,3,Servicio regular,neutro
30585,76679,45,3,Servicio regular,neutro
30586,76683,44,3,Servicio regular,neutro
30587,76688,41,3,Servicio regular,neutro
30588,76691,46,3,Servicio regular,neutro
30589,76692,47,4,"Buen servicio, todo rico",positivo
30590,76693,47,4,"Buen servicio, todo rico",positivo
30591,76695,43,2,La atención no fue agradable,negativo
30592,76696,41,3,Servicio regular,neutro
30593,76699,47,3,Servicio regular,neutro
30594,76700,43,3,Servicio regular,neutro
30595,76702,43,3,Servicio regular,neutro
30596,76703,46,3,Servicio regular,neutro
30597,76704,44,3,Servicio regular,neutro
30598,76706,45,2,La atención no fue agradable,negativo
30599,76708,41,3,Servicio regular,neutro
30600,76710,24,4,"Buen servicio, todo rico",positivo
30601,76711,14,3,Servicio regular,neutro
30602,76715,8,4,"Buen servicio, todo rico",positivo
30603,76719,17,3,Servicio regular,neutro
30604,76720,24,4,"Buen servicio, todo rico",positivo
30605,76721,12,4,"Buen servicio, todo rico",positivo
30606,76723,1,3,Servicio regular,neutro
30607,76724,12,4,"Buen servicio, todo rico",positivo
30608,76726,9,4,"Buen servicio, todo rico",positivo
30609,76731,16,3,Servicio regular,neutro
30610,76734,24,4,"Buen servicio, todo rico",positivo
30611,76736,7,4,"Buen servicio, todo rico",positivo
30612,76737,22,3,Servicio regular,neutro
30613,76738,17,3,Servicio regular,neutro
30614,76739,17,4,"Buen servicio, todo rico",positivo
30615,76740,15,3,Servicio regular,neutro
30616,76741,19,2,La atención no fue agradable,negativo
30617,76742,22,4,"Buen servicio, todo rico",positivo
30618,76744,2,4,"Buen servicio, todo rico",positivo
30619,76748,10,4,"Buen servicio, todo rico",positivo
30620,76761,7,4,"Buen servicio, todo rico",positivo
30621,76762,16,3,Servicio regular,neutro
30622,76765,15,3,Servicio regular,neutro
30623,76767,10,3,Servicio regular,neutro
30624,76768,17,3,Servicio regular,neutro
30625,76770,12,3,Servicio regular,neutro
30626,76771,6,3,Servicio regular,neutro
30627,76772,1,3,Servicio regular,neutro
30628,76773,12,3,Servicio regular,neutro
30629,76782,8,3,Servicio regular,neutro
30630,76786,24,3,Servicio regular,neutro
30631,76788,8,3,Servicio regular,neutro
30632,76790,23,4,"Buen servicio, todo rico",positivo
30633,76792,1,4,"Buen servicio, todo rico",positivo
30634,76794,2,5,"Excelente atención, volveré",positivo
30635,76797,3,3,Servicio regular,neutro
30636,76798,8,3,Servicio regular,neutro
30637,76799,19,2,La atención no fue agradable,negativo
30638,76800,14,3,Servicio regular,neutro
30639,76802,9,4,"Buen servicio, todo rico",positivo
30640,76803,9,3,Servicio regular,neutro
30641,76804,10,4,"Buen servicio, todo rico",positivo
30642,76806,16,3,Servicio regular,neutro
30643,76820,19,2,La atención no fue agradable,negativo
30644,76823,6,3,Servicio regular,neutro
30645,76829,20,5,"Excelente atención, volveré",positivo
30646,76830,10,4,"Buen servicio, todo rico",positivo
30647,76832,24,4,"Buen servicio, todo rico",positivo
30648,76834,3,4,"Buen servicio, todo rico",positivo
30649,76835,39,5,"Excelente atención, volveré",positivo
30650,76837,33,3,Servicio regular,neutro
30651,76838,27,5,"Excelente atención, volveré",positivo
30652,76840,27,4,"Buen servicio, todo rico",positivo
30653,76841,26,4,"Buen servicio, todo rico",positivo
30654,76843,25,4,"Buen servicio, todo rico",positivo
30655,76844,30,4,"Buen servicio, todo rico",positivo
30656,76846,29,4,"Buen servicio, todo rico",positivo
30657,76848,27,4,"Buen servicio, todo rico",positivo
30658,76851,29,4,"Buen servicio, todo rico",positivo
30659,76855,40,4,"Buen servicio, todo rico",positivo
30660,76857,34,4,"Buen servicio, todo rico",positivo
30661,76858,26,4,"Buen servicio, todo rico",positivo
30662,76861,36,3,Servicio regular,neutro
30663,76862,40,4,"Buen servicio, todo rico",positivo
30664,76869,33,4,"Buen servicio, todo rico",positivo
30665,76877,34,5,"Excelente atención, volveré",positivo
30666,76882,36,3,Servicio regular,neutro
30667,76885,35,4,"Buen servicio, todo rico",positivo
30668,76886,39,4,"Buen servicio, todo rico",positivo
30669,76892,35,4,"Buen servicio, todo rico",positivo
30670,76893,38,3,Servicio regular,neutro
30671,76894,35,4,"Buen servicio, todo rico",positivo
30672,76895,25,4,"Buen servicio, todo rico",positivo
30673,76896,36,4,"Buen servicio, todo rico",positivo
30674,76903,26,4,"Buen servicio, todo rico",positivo
30675,76904,26,4,"Buen servicio, todo rico",positivo
30676,76905,38,3,Servicio regular,neutro
30677,76906,32,5,"Excelente atención, volveré",positivo
30678,76911,39,4,"Buen servicio, todo rico",positivo
30679,76912,27,4,"Buen servicio, todo rico",positivo
30680,76913,30,4,"Buen servicio, todo rico",positivo
30681,76916,34,5,"Excelente atención, volveré",positivo
30682,76918,45,3,Servicio regular,neutro
30683,76920,44,4,"Buen servicio, todo rico",positivo
30684,76921,45,2,La atención no fue agradable,negativo
30685,76925,47,4,"Buen servicio, todo rico",positivo
30686,76927,42,5,"Excelente atención, volveré",positivo
30687,76929,44,4,"Buen servicio, todo rico",positivo
30688,76931,45,2,La atención no fue agradable,negativo
30689,76939,41,3,Servicio regular,neutro
30690,76943,47,3,Servicio regular,neutro
30691,76949,48,4,"Buen servicio, todo rico",positivo
30692,76950,42,4,"Buen servicio, todo rico",positivo
30693,76953,48,3,Servicio regular,neutro
30694,76958,43,3,Servicio regular,neutro
30695,76959,46,3,Servicio regular,neutro
30696,76964,21,4,"Buen servicio, todo rico",positivo
30697,76968,8,4,"Buen servicio, todo rico",positivo
30698,76969,12,4,"Buen servicio, todo rico",positivo
30699,76971,18,4,"Buen servicio, todo rico",positivo
30700,76976,5,3,Servicio regular,neutro
30701,76982,8,3,Servicio regular,neutro
30702,76984,7,3,Servicio regular,neutro
30703,76985,10,5,"Excelente atención, volveré",positivo
30704,76988,1,2,La atención no fue agradable,negativo
30705,76990,24,4,"Buen servicio, todo rico",positivo
30706,76993,7,4,"Buen servicio, todo rico",positivo
30707,76995,9,4,"Buen servicio, todo rico",positivo
30708,76996,24,4,"Buen servicio, todo rico",positivo
30709,76997,19,3,Servicio regular,neutro
30710,76998,15,4,"Buen servicio, todo rico",positivo
30711,77000,12,3,Servicio regular,neutro
30712,77001,10,3,Servicio regular,neutro
30713,77003,21,4,"Buen servicio, todo rico",positivo
30714,77004,12,3,Servicio regular,neutro
30715,77010,23,3,Servicio regular,neutro
30716,77011,1,3,Servicio regular,neutro
30717,77015,13,3,Servicio regular,neutro
30718,77017,7,4,"Buen servicio, todo rico",positivo
30719,77020,7,3,Servicio regular,neutro
30720,77021,24,4,"Buen servicio, todo rico",positivo
30721,77023,1,3,Servicio regular,neutro
30722,77025,9,3,Servicio regular,neutro
30723,77028,21,3,Servicio regular,neutro
30724,77032,10,3,Servicio regular,neutro
30725,77033,12,4,"Buen servicio, todo rico",positivo
30726,77034,13,4,"Buen servicio, todo rico",positivo
30727,77035,22,4,"Buen servicio, todo rico",positivo
30728,77037,10,3,Servicio regular,neutro
30729,77038,14,4,"Buen servicio, todo rico",positivo
30730,77040,7,3,Servicio regular,neutro
30731,77046,3,4,"Buen servicio, todo rico",positivo
30732,77047,18,4,"Buen servicio, todo rico",positivo
30733,77051,5,3,Servicio regular,neutro
30734,77053,15,3,Servicio regular,neutro
30735,77055,34,5,"Excelente atención, volveré",positivo
30736,77056,36,4,"Buen servicio, todo rico",positivo
30737,77059,39,4,"Buen servicio, todo rico",positivo
30738,77060,30,4,"Buen servicio, todo rico",positivo
30739,77062,33,3,Servicio regular,neutro
30740,77063,39,4,"Buen servicio, todo rico",positivo
30741,77065,29,4,"Buen servicio, todo rico",positivo
30742,77068,25,5,"Excelente atención, volveré",positivo
30743,77072,35,5,"Excelente atención, volveré",positivo
30744,77074,39,4,"Buen servicio, todo rico",positivo
30745,77075,25,4,"Buen servicio, todo rico",positivo
30746,77077,34,4,"Buen servicio, todo rico",positivo
30747,77080,31,4,"Buen servicio, todo rico",positivo
30748,77082,25,4,"Buen servicio, todo rico",positivo
30749,77084,33,3,Servicio regular,neutro
30750,77086,37,4,"Buen servicio, todo rico",positivo
30751,77087,36,3,Servicio regular,neutro
30752,77092,39,4,"Buen servicio, todo rico",positivo
30753,77094,38,3,Servicio regular,neutro
30754,77098,31,4,"Buen servicio, todo rico",positivo
30755,77103,26,5,"Excelente atención, volveré",positivo
30756,77104,32,4,"Buen servicio, todo rico",positivo
30757,77107,39,4,"Buen servicio, todo rico",positivo
30758,77108,28,3,Servicio regular,neutro
30759,77110,27,5,"Excelente atención, volveré",positivo
30760,77111,36,3,Servicio regular,neutro
30761,77112,37,5,"Excelente atención, volveré",positivo
30762,77116,41,2,La atención no fue agradable,negativo
30763,77117,41,2,La atención no fue agradable,negativo
30764,77118,44,4,"Buen servicio, todo rico",positivo
30765,77125,42,4,"Buen servicio, todo rico",positivo
30766,77127,44,4,"Buen servicio, todo rico",positivo
30767,77130,42,4,"Buen servicio, todo rico",positivo
30768,77134,44,3,Servicio regular,neutro
30769,77135,47,3,Servicio regular,neutro
30770,77136,48,3,Servicio regular,neutro
30771,77137,42,5,"Excelente atención, volveré",positivo
30772,77147,44,4,"Buen servicio, todo rico",positivo
30773,77150,44,3,Servicio regular,neutro
30774,77152,16,3,Servicio regular,neutro
30775,77153,5,3,Servicio regular,neutro
30776,77162,19,2,La atención no fue agradable,negativo
30777,77164,24,5,"Excelente atención, volveré",positivo
30778,77165,1,4,"Buen servicio, todo rico",positivo
30779,77166,2,4,"Buen servicio, todo rico",positivo
30780,77167,12,4,"Buen servicio, todo rico",positivo
30781,77169,12,4,"Buen servicio, todo rico",positivo
30782,77170,2,5,"Excelente atención, volveré",positivo
30783,77172,14,4,"Buen servicio, todo rico",positivo
30784,77174,8,3,Servicio regular,neutro
30785,77176,3,3,Servicio regular,neutro
30786,77177,6,3,Servicio regular,neutro
30787,77179,21,3,Servicio regular,neutro
30788,77180,21,4,"Buen servicio, todo rico",positivo
30789,77181,15,3,Servicio regular,neutro
30790,77182,23,3,Servicio regular,neutro
30791,77183,20,4,"Buen servicio, todo rico",positivo
30792,77188,19,2,La atención no fue agradable,negativo
30793,77192,12,3,Servicio regular,neutro
30794,77194,1,3,Servicio regular,neutro
30795,77199,16,2,La atención no fue agradable,negativo
30796,77200,14,4,"Buen servicio, todo rico",positivo
30797,77202,21,4,"Buen servicio, todo rico",positivo
30798,77203,17,3,Servicio regular,neutro
30799,77206,16,3,Servicio regular,neutro
30800,77210,21,4,"Buen servicio, todo rico",positivo
30801,77214,6,3,Servicio regular,neutro
30802,77217,2,4,"Buen servicio, todo rico",positivo
30803,77219,23,3,Servicio regular,neutro
30804,77229,16,3,Servicio regular,neutro
30805,77230,21,4,"Buen servicio, todo rico",positivo
30806,77231,20,5,"Excelente atención, volveré",positivo
30807,77232,14,3,Servicio regular,neutro
30808,77233,1,4,"Buen servicio, todo rico",positivo
30809,77234,6,3,Servicio regular,neutro
30810,77235,10,3,Servicio regular,neutro
30811,77236,25,5,"Excelente atención, volveré",positivo
30812,77239,30,5,"Excelente atención, volveré",positivo
30813,77241,26,4,"Buen servicio, todo rico",positivo
30814,77243,25,4,"Buen servicio, todo rico",positivo
30815,77246,32,4,"Buen servicio, todo rico",positivo
30816,77247,27,4,"Buen servicio, todo rico",positivo
30817,77250,25,4,"Buen servicio, todo rico",positivo
30818,77252,36,3,Servicio regular,neutro
30819,77254,33,3,Servicio regular,neutro
30820,77256,40,4,"Buen servicio, todo rico",positivo
30821,77259,39,4,"Buen servicio, todo rico",positivo
30822,77261,35,5,"Excelente atención, volveré",positivo
30823,77263,25,4,"Buen servicio, todo rico",positivo
30824,77264,30,5,"Excelente atención, volveré",positivo
30825,77267,27,5,"Excelente atención, volveré",positivo
30826,77270,38,4,"Buen servicio, todo rico",positivo
30827,77273,38,3,Servicio regular,neutro
30828,77274,40,4,"Buen servicio, todo rico",positivo
30829,77277,34,5,"Excelente atención, volveré",positivo
30830,77278,27,4,"Buen servicio, todo rico",positivo
30831,77282,37,5,"Excelente atención, volveré",positivo
30832,77284,28,2,La atención no fue agradable,negativo
30833,77286,38,4,"Buen servicio, todo rico",positivo
30834,77292,26,4,"Buen servicio, todo rico",positivo
30835,77294,28,3,Servicio regular,neutro
30836,77298,30,4,"Buen servicio, todo rico",positivo
30837,77299,39,5,"Excelente atención, volveré",positivo
30838,77302,36,3,Servicio regular,neutro
30839,77304,34,4,"Buen servicio, todo rico",positivo
30840,77306,30,5,"Excelente atención, volveré",positivo
30841,77310,28,3,Servicio regular,neutro
30842,77311,38,3,Servicio regular,neutro
30843,77312,40,4,"Buen servicio, todo rico",positivo
30844,77315,44,4,"Buen servicio, todo rico",positivo
30845,77318,45,2,La atención no fue agradable,negativo
30846,77319,45,2,La atención no fue agradable,negativo
30847,77320,47,5,"Excelente atención, volveré",positivo
30848,77321,42,4,"Buen servicio, todo rico",positivo
30849,77323,48,4,"Buen servicio, todo rico",positivo
30850,77327,46,4,"Buen servicio, todo rico",positivo
30851,77329,42,5,"Excelente atención, volveré",positivo
30852,77330,41,3,Servicio regular,neutro
30853,77331,48,3,Servicio regular,neutro
30854,77335,41,3,Servicio regular,neutro
30855,77337,45,2,La atención no fue agradable,negativo
30856,77348,17,3,Servicio regular,neutro
30857,77350,5,4,"Buen servicio, todo rico",positivo
30858,77352,24,4,"Buen servicio, todo rico",positivo
30859,77355,14,4,"Buen servicio, todo rico",positivo
30860,77357,14,3,Servicio regular,neutro
30861,77359,12,4,"Buen servicio, todo rico",positivo
30862,77361,4,3,Servicio regular,neutro
30863,77363,8,3,Servicio regular,neutro
30864,77364,14,4,"Buen servicio, todo rico",positivo
30865,77365,21,4,"Buen servicio, todo rico",positivo
30866,77373,4,3,Servicio regular,neutro
30867,77375,8,4,"Buen servicio, todo rico",positivo
30868,77380,12,4,"Buen servicio, todo rico",positivo
30869,77383,13,4,"Buen servicio, todo rico",positivo
30870,77386,24,4,"Buen servicio, todo rico",positivo
30871,77387,3,3,Servicio regular,neutro
30872,77390,22,4,"Buen servicio, todo rico",positivo
30873,77391,12,4,"Buen servicio, todo rico",positivo
30874,77392,21,4,"Buen servicio, todo rico",positivo
30875,77394,5,3,Servicio regular,neutro
30876,77395,6,3,Servicio regular,neutro
30877,77403,11,4,"Buen servicio, todo rico",positivo
30878,77404,16,3,Servicio regular,neutro
30879,77410,21,4,"Buen servicio, todo rico",positivo
30880,77411,16,3,Servicio regular,neutro
30881,77414,8,4,"Buen servicio, todo rico",positivo
30882,77415,4,3,Servicio regular,neutro
30883,77416,17,4,"Buen servicio, todo rico",positivo
30884,77417,20,4,"Buen servicio, todo rico",positivo
30885,77419,4,3,Servicio regular,neutro
30886,77421,15,3,Servicio regular,neutro
30887,77422,13,3,Servicio regular,neutro
30888,77424,21,3,Servicio regular,neutro
30889,77425,10,3,Servicio regular,neutro
30890,77427,5,3,Servicio regular,neutro
30891,77432,22,4,"Buen servicio, todo rico",positivo
30892,77436,20,4,"Buen servicio, todo rico",positivo
30893,77437,4,3,Servicio regular,neutro
30894,77443,35,4,"Buen servicio, todo rico",positivo
30895,77444,25,5,"Excelente atención, volveré",positivo
30896,77445,36,4,"Buen servicio, todo rico",positivo
30897,77447,32,5,"Excelente atención, volveré",positivo
30898,77448,29,4,"Buen servicio, todo rico",positivo
30899,77451,35,4,"Buen servicio, todo rico",positivo
30900,77455,26,5,"Excelente atención, volveré",positivo
30901,77456,29,4,"Buen servicio, todo rico",positivo
30902,77460,38,3,Servicio regular,neutro
30903,77461,29,5,"Excelente atención, volveré",positivo
30904,77464,36,3,Servicio regular,neutro
30905,77465,29,4,"Buen servicio, todo rico",positivo
30906,77467,32,4,"Buen servicio, todo rico",positivo
30907,77471,38,3,Servicio regular,neutro
30908,77473,28,2,La atención no fue agradable,negativo
30909,77476,40,4,"Buen servicio, todo rico",positivo
30910,77478,34,4,"Buen servicio, todo rico",positivo
30911,77484,28,2,La atención no fue agradable,negativo
30912,77491,37,4,"Buen servicio, todo rico",positivo
30913,77494,39,4,"Buen servicio, todo rico",positivo
30914,77496,25,4,"Buen servicio, todo rico",positivo
30915,77497,46,4,"Buen servicio, todo rico",positivo
30916,77499,44,4,"Buen servicio, todo rico",positivo
30917,77500,41,3,Servicio regular,neutro
30918,77501,48,4,"Buen servicio, todo rico",positivo
30919,77502,46,3,Servicio regular,neutro
30920,77504,43,4,"Buen servicio, todo rico",positivo
30921,77509,43,3,Servicio regular,neutro
30922,77511,42,4,"Buen servicio, todo rico",positivo
30923,77512,41,4,"Buen servicio, todo rico",positivo
30924,77515,46,3,Servicio regular,neutro
30925,77517,45,2,La atención no fue agradable,negativo
30926,77528,43,3,Servicio regular,neutro
30927,77534,46,3,Servicio regular,neutro
30928,77536,46,2,La atención no fue agradable,negativo
30929,77541,23,4,"Buen servicio, todo rico",positivo
30930,77542,17,3,Servicio regular,neutro
30931,77546,18,4,"Buen servicio, todo rico",positivo
30932,77550,1,3,Servicio regular,neutro
30933,77557,4,4,"Buen servicio, todo rico",positivo
30934,77558,21,3,Servicio regular,neutro
30935,77560,15,3,Servicio regular,neutro
30936,77562,6,3,Servicio regular,neutro
30937,77571,8,4,"Buen servicio, todo rico",positivo
30938,77572,20,4,"Buen servicio, todo rico",positivo
30939,77574,11,4,"Buen servicio, todo rico",positivo
30940,77577,16,3,Servicio regular,neutro
30941,77578,17,3,Servicio regular,neutro
30942,77579,10,3,Servicio regular,neutro
30943,77581,23,4,"Buen servicio, todo rico",positivo
30944,77583,5,3,Servicio regular,neutro
30945,77590,20,4,"Buen servicio, todo rico",positivo
30946,77595,13,4,"Buen servicio, todo rico",positivo
30947,77596,1,3,Servicio regular,neutro
30948,77597,18,4,"Buen servicio, todo rico",positivo
30949,77599,8,3,Servicio regular,neutro
30950,77602,13,4,"Buen servicio, todo rico",positivo
30951,77603,20,4,"Buen servicio, todo rico",positivo
30952,77606,7,4,"Buen servicio, todo rico",positivo
30953,77609,8,3,Servicio regular,neutro
30954,77614,14,3,Servicio regular,neutro
30955,77615,13,4,"Buen servicio, todo rico",positivo
30956,77617,3,3,Servicio regular,neutro
30957,77618,8,3,Servicio regular,neutro
30958,77619,3,4,"Buen servicio, todo rico",positivo
30959,77625,3,3,Servicio regular,neutro
30960,77628,4,3,Servicio regular,neutro
30961,77629,3,4,"Buen servicio, todo rico",positivo
30962,77631,10,4,"Buen servicio, todo rico",positivo
30963,77632,11,3,Servicio regular,neutro
30964,77634,4,3,Servicio regular,neutro
30965,77635,2,4,"Buen servicio, todo rico",positivo
30966,77636,21,4,"Buen servicio, todo rico",positivo
30967,77639,19,3,Servicio regular,neutro
30968,77640,19,2,La atención no fue agradable,negativo
30969,77643,22,4,"Buen servicio, todo rico",positivo
30970,77645,11,4,"Buen servicio, todo rico",positivo
30971,77646,24,5,"Excelente atención, volveré",positivo
30972,77647,31,4,"Buen servicio, todo rico",positivo
30973,77648,25,4,"Buen servicio, todo rico",positivo
30974,77650,27,4,"Buen servicio, todo rico",positivo
30975,77652,25,5,"Excelente atención, volveré",positivo
30976,77653,38,3,Servicio regular,neutro
30977,77654,29,4,"Buen servicio, todo rico",positivo
30978,77655,31,4,"Buen servicio, todo rico",positivo
30979,77656,39,4,"Buen servicio, todo rico",positivo
30980,77659,32,4,"Buen servicio, todo rico",positivo
30981,77661,32,4,"Buen servicio, todo rico",positivo
30982,77662,26,3,Servicio regular,neutro
30983,77663,35,4,"Buen servicio, todo rico",positivo
30984,77665,34,5,"Excelente atención, volveré",positivo
30985,77666,25,4,"Buen servicio, todo rico",positivo
30986,77671,29,4,"Buen servicio, todo rico",positivo
30987,77674,31,3,Servicio regular,neutro
30988,77677,38,3,Servicio regular,neutro
30989,77681,38,3,Servicio regular,neutro
30990,77685,36,4,"Buen servicio, todo rico",positivo
30991,77688,34,4,"Buen servicio, todo rico",positivo
30992,77689,28,2,La atención no fue agradable,negativo
30993,77690,33,3,Servicio regular,neutro
30994,77691,36,3,Servicio regular,neutro
30995,77694,40,4,"Buen servicio, todo rico",positivo
30996,77695,40,5,"Excelente atención, volveré",positivo
30997,77697,25,4,"Buen servicio, todo rico",positivo
30998,77700,33,3,Servicio regular,neutro
30999,77708,25,4,"Buen servicio, todo rico",positivo
31000,77711,35,4,"Buen servicio, todo rico",positivo
31001,77712,40,4,"Buen servicio, todo rico",positivo
31002,77713,32,4,"Buen servicio, todo rico",positivo
31003,77714,37,4,"Buen servicio, todo rico",positivo
31004,77719,31,3,Servicio regular,neutro
31005,77724,33,3,Servicio regular,neutro
31006,77732,47,3,Servicio regular,neutro
31007,77736,43,3,Servicio regular,neutro
31008,77738,48,4,"Buen servicio, todo rico",positivo
31009,77739,42,4,"Buen servicio, todo rico",positivo
31010,77740,46,3,Servicio regular,neutro
31011,77741,45,2,La atención no fue agradable,negativo
31012,77742,44,4,"Buen servicio, todo rico",positivo
31013,77743,47,4,"Buen servicio, todo rico",positivo
31014,77745,43,3,Servicio regular,neutro
31015,77746,43,4,"Buen servicio, todo rico",positivo
31016,77747,43,3,Servicio regular,neutro
31017,77748,47,4,"Buen servicio, todo rico",positivo
31018,77752,48,4,"Buen servicio, todo rico",positivo
31019,77756,44,4,"Buen servicio, todo rico",positivo
31020,77757,41,2,La atención no fue agradable,negativo
31021,77760,46,4,"Buen servicio, todo rico",positivo
31022,77765,46,3,Servicio regular,neutro
31023,77766,47,4,"Buen servicio, todo rico",positivo
31024,77767,47,4,"Buen servicio, todo rico",positivo
31025,77770,48,3,Servicio regular,neutro
31026,77771,46,3,Servicio regular,neutro
31027,77775,41,3,Servicio regular,neutro
31028,77777,44,3,Servicio regular,neutro
31029,77778,12,3,Servicio regular,neutro
31030,77780,17,4,"Buen servicio, todo rico",positivo
31031,77782,2,4,"Buen servicio, todo rico",positivo
31032,77783,23,4,"Buen servicio, todo rico",positivo
31033,77784,21,4,"Buen servicio, todo rico",positivo
31034,77786,19,3,Servicio regular,neutro
31035,77788,14,3,Servicio regular,neutro
31036,77794,19,2,La atención no fue agradable,negativo
31037,77796,14,4,"Buen servicio, todo rico",positivo
31038,77798,1,4,"Buen servicio, todo rico",positivo
31039,77799,22,4,"Buen servicio, todo rico",positivo
31040,77800,2,5,"Excelente atención, volveré",positivo
31041,77802,20,4,"Buen servicio, todo rico",positivo
31042,77807,9,3,Servicio regular,neutro
31043,77808,24,4,"Buen servicio, todo rico",positivo
31044,77810,2,5,"Excelente atención, volveré",positivo
31045,77811,13,3,Servicio regular,neutro
31046,77812,16,4,"Buen servicio, todo rico",positivo
31047,77819,10,3,Servicio regular,neutro
31048,77820,21,4,"Buen servicio, todo rico",positivo
31049,77824,22,4,"Buen servicio, todo rico",positivo
31050,77825,12,4,"Buen servicio, todo rico",positivo
31051,77826,10,4,"Buen servicio, todo rico",positivo
31052,77827,2,5,"Excelente atención, volveré",positivo
31053,77828,8,3,Servicio regular,neutro
31054,77830,8,3,Servicio regular,neutro
31055,77831,2,4,"Buen servicio, todo rico",positivo
31056,77832,14,4,"Buen servicio, todo rico",positivo
31057,77835,2,4,"Buen servicio, todo rico",positivo
31058,77837,3,4,"Buen servicio, todo rico",positivo
31059,77842,6,4,"Buen servicio, todo rico",positivo
31060,77843,2,4,"Buen servicio, todo rico",positivo
31061,77844,10,4,"Buen servicio, todo rico",positivo
31062,77847,6,4,"Buen servicio, todo rico",positivo
31063,77848,10,3,Servicio regular,neutro
31064,77851,11,4,"Buen servicio, todo rico",positivo
31065,77852,5,3,Servicio regular,neutro
31066,77854,23,3,Servicio regular,neutro
31067,77857,9,3,Servicio regular,neutro
31068,77859,24,4,"Buen servicio, todo rico",positivo
31069,77862,4,4,"Buen servicio, todo rico",positivo
31070,77870,18,3,Servicio regular,neutro
31071,77873,21,4,"Buen servicio, todo rico",positivo
31072,77874,22,4,"Buen servicio, todo rico",positivo
31073,77875,15,3,Servicio regular,neutro
31074,77876,22,3,Servicio regular,neutro
31075,77879,14,4,"Buen servicio, todo rico",positivo
31076,77881,4,3,Servicio regular,neutro
31077,77882,22,4,"Buen servicio, todo rico",positivo
31078,77883,9,4,"Buen servicio, todo rico",positivo
31079,77884,12,4,"Buen servicio, todo rico",positivo
31080,77889,17,3,Servicio regular,neutro
31081,77892,15,4,"Buen servicio, todo rico",positivo
31082,77898,11,3,Servicio regular,neutro
31083,77901,8,3,Servicio regular,neutro
31084,77907,10,3,Servicio regular,neutro
31085,77908,20,4,"Buen servicio, todo rico",positivo
31086,77912,2,4,"Buen servicio, todo rico",positivo
31087,77913,17,4,"Buen servicio, todo rico",positivo
31088,77914,16,4,"Buen servicio, todo rico",positivo
31089,77917,17,3,Servicio regular,neutro
31090,77918,24,4,"Buen servicio, todo rico",positivo
31091,77920,1,3,Servicio regular,neutro
31092,77922,25,5,"Excelente atención, volveré",positivo
31093,77923,36,3,Servicio regular,neutro
31094,77926,33,3,Servicio regular,neutro
31095,77927,36,3,Servicio regular,neutro
31096,77929,37,4,"Buen servicio, todo rico",positivo
31097,77931,35,4,"Buen servicio, todo rico",positivo
31098,77932,40,5,"Excelente atención, volveré",positivo
31099,77934,28,2,La atención no fue agradable,negativo
31100,77940,32,4,"Buen servicio, todo rico",positivo
31101,77941,26,5,"Excelente atención, volveré",positivo
31102,77942,37,4,"Buen servicio, todo rico",positivo
31103,77951,29,4,"Buen servicio, todo rico",positivo
31104,77952,27,4,"Buen servicio, todo rico",positivo
31105,77955,35,4,"Buen servicio, todo rico",positivo
31106,77956,29,4,"Buen servicio, todo rico",positivo
31107,77958,27,4,"Buen servicio, todo rico",positivo
31108,77959,25,4,"Buen servicio, todo rico",positivo
31109,77962,27,4,"Buen servicio, todo rico",positivo
31110,77966,37,4,"Buen servicio, todo rico",positivo
31111,77968,38,3,Servicio regular,neutro
31112,77969,27,5,"Excelente atención, volveré",positivo
31113,77970,35,4,"Buen servicio, todo rico",positivo
31114,77974,36,4,"Buen servicio, todo rico",positivo
31115,77975,28,2,La atención no fue agradable,negativo
31116,77976,35,4,"Buen servicio, todo rico",positivo
31117,77977,39,4,"Buen servicio, todo rico",positivo
31118,77978,35,4,"Buen servicio, todo rico",positivo
31119,77980,39,4,"Buen servicio, todo rico",positivo
31120,77984,34,5,"Excelente atención, volveré",positivo
31121,77986,36,3,Servicio regular,neutro
31122,77988,33,4,"Buen servicio, todo rico",positivo
31123,77993,36,4,"Buen servicio, todo rico",positivo
31124,77995,31,3,Servicio regular,neutro
31125,77997,29,4,"Buen servicio, todo rico",positivo
31126,77998,26,5,"Excelente atención, volveré",positivo
31127,78000,38,3,Servicio regular,neutro
31128,78001,32,4,"Buen servicio, todo rico",positivo
31129,78006,45,3,Servicio regular,neutro
31130,78013,43,3,Servicio regular,neutro
31131,78017,46,3,Servicio regular,neutro
31132,78021,48,3,Servicio regular,neutro
31133,78022,41,3,Servicio regular,neutro
31134,78023,45,2,La atención no fue agradable,negativo
31135,78024,45,2,La atención no fue agradable,negativo
31136,78025,46,4,"Buen servicio, todo rico",positivo
31137,78026,44,3,Servicio regular,neutro
31138,78029,42,5,"Excelente atención, volveré",positivo
31139,78032,43,4,"Buen servicio, todo rico",positivo
31140,78035,43,3,Servicio regular,neutro
31141,78040,46,3,Servicio regular,neutro
